Dataset,Distance,Subset Accuracy,Accuracy,F1 Score Macro,F1 Score Micro,Hamming Loss
birds,AverageHausdorff,0.058823529411764705,0.11013071895424838,0.04854310843421551,0.1746031746031746,0.10732714138286893
birds,MaximalHausdorff,0.09803921568627451,0.17058823529411762,0.07441681125891653,0.21476510067114093,0.12074303405572756
birds,MinimalHausdorff,0.11764705882352941,0.2261437908496732,0.12411525467552631,0.2781456953642384,0.11248710010319918
