Dataset,Distance,Subset Accuracy,Accuracy,F1 Score Macro,F1 Score Micro,Hamming Loss
birds,AverageHausdorff,0.0,0.0196078431372549,0.016869095816464237,0.0380952380952381,0.1042311661506708
birds,MaximalHausdorff,0.0196078431372549,0.0196078431372549,0.00554016620498615,0.019230769230769232,0.10526315789473684
birds,MinimalHausdorff,0.0196078431372549,0.05294117647058823,0.04845446950710108,0.10526315789473684,0.10526315789473684
